Region,Product,Units,UnitPrice,Revenue
West,Gadget X,18,42.73,769.14
East,Gadget X,53,17.99,953.47
West,Widget A,47,29.7,1395.9
Central,Widget B,69,35.93,2479.17
Central,Widget D,6,33.54,201.24
West,Widget B,34,41.52,1411.68
South,Widget C,89,25.3,2251.7
South,Widget A,93,37.47,3484.71
Central,Widget A,50,36.84,1842.0
South,Widget A,45,42.98,1934.1
North,Widget C,22,25.9,569.8
Central,Gadget X,43,28.23,1213.89
West,Widget D,65,27.06,1758.9
East,Widget A,93,34.87,3242.91
North,Widget D,52,29.78,1548.56
West,Widget C,80,31.26,2500.8
North,Widget C,20,14.26,285.2
South,Widget A,89,30.45,2710.05
East,Widget B,64,14.7,940.8
South,Widget B,29,46.5,1348.5
East,Widget D,44,42.62,1875.28
North,Widget A,20,22.89,457.8
East,Widget C,53,28.13,1490.89
East,Widget C,20,48.66,973.2
North,Gadget X,21,25.17,528.57
Central,Widget D,26,42.61,1107.86
South,Widget B,2,29.33,58.66
West,Widget B,49,18.09,886.41
West,Widget B,23,43.98,1011.54
Central,Widget D,31,39.73,1231.63
West,Widget D,25,49.52,1238.0
North,Widget D,52,25.74,1338.48
South,Gadget X,76,31.07,2361.32
West,Widget A,26,17.24,448.24
Central,Gadget X,13,39.94,519.22
West,Widget C,94,47.95,4507.3
South,Widget A,74,22.62,1673.88
West,Widget B,78,47.22,3683.16
North,Widget C,79,49.14,3882.06
North,Widget A,54,38.81,2095.74
South,Widget B,96,17.82,1710.72
East,Widget B,51,31.11,1586.61
West,Widget A,26,15.6,405.6
West,Gadget X,22,20.58,452.76
Central,Widget B,46,46.06,2118.76
West,Widget B,19,15.17,288.23
North,Widget D,37,26.52,981.24
South,Widget C,75,36.95,2771.25
Central,Widget C,77,10.3,793.1
West,Widget D,62,32.07,1988.34
West,Widget D,13,25.9,336.7
North,Widget B,10,26.34,263.4
West,Widget C,5,21.32,106.6
Central,Widget C,96,32.05,3076.8
Central,Gadget X,64,24.71,1581.44
South,Widget B,36,43.44,1563.84
North,Widget A,11,35.18,386.98
North,Gadget X,45,27.67,1245.15
North,Widget A,55,13.55,745.25
West,Widget A,52,17.07,887.64
West,Widget B,41,44.53,1825.73
North,Gadget X,68,14.43,981.24
North,Gadget X,26,10.2,265.2
South,Widget A,92,32.72,3010.24
East,Widget D,51,42.01,2142.51
East,Widget B,25,12.79,319.75
North,Widget B,45,42.84,1927.8
North,Widget B,62,11.19,693.78
North,Widget A,94,47.15,4432.1
East,Widget C,18,18.81,338.58
North,Widget A,70,31.11,2177.7
East,Gadget X,51,29.04,1481.04
North,Widget D,8,10.21,81.68
West,Widget C,75,27.83,2087.25
West,Widget C,88,34.86,3067.68
North,Widget C,69,21.4,1476.6
Central,Widget C,49,21.41,1049.09
West,Widget D,39,19.83,773.37
North,Widget B,82,25.68,2105.76
North,Widget B,72,16.66,1199.52
West,Gadget X,73,32.59,2379.07
Central,Widget A,42,30.59,1284.78
Central,Widget B,77,27.86,2145.22
North,Gadget X,93,19.8,1841.4
East,Widget B,82,37.15,3046.3
North,Widget D,87,10.44,908.28
West,Widget D,93,35.0,3255.0
North,Widget C,21,34.61,726.81
Central,Widget B,64,39.05,2499.2
Central,Widget A,53,23.78,1260.34
Central,Widget B,89,25.55,2273.95
South,Widget B,6,25.98,155.88
South,Widget A,81,41.9,3393.9
Central,Widget B,96,32.26,3096.96
West,Widget A,53,33.16,1757.48
South,Widget C,49,45.04,2206.96
North,Widget A,39,36.37,1418.43
West,Widget A,70,35.24,2466.8
East,Gadget X,42,24.45,1026.9
Central,Gadget X,64,22.45,1436.8
Central,Widget C,17,21.42,364.14
North,Widget D,30,10.21,306.3
West,Widget D,65,10.43,677.95
South,Gadget X,100,23.59,2359.0
Central,Widget C,100,37.44,3744.0
West,Widget C,66,32.39,2137.74
South,Widget C,1,15.05,15.05
South,Widget C,60,46.55,2793.0
North,Widget A,33,31.78,1048.74
West,Gadget X,24,15.69,376.56
Central,Gadget X,76,39.88,3030.88
East,Gadget X,74,44.29,3277.46
North,Gadget X,62,34.89,2163.18
Central,Widget B,94,24.31,2285.14
East,Widget D,58,11.59,672.22
East,Widget A,99,28.16,2787.84
South,Gadget X,36,17.96,646.56
East,Widget A,82,42.01,3444.82
West,Widget D,79,21.92,1731.68
Central,Widget D,65,11.54,750.1
Central,Widget A,87,19.23,1673.01
South,Gadget X,25,33.73,843.25
Central,Widget A,8,24.24,193.92
Central,Widget C,84,13.35,1121.4
Central,Widget C,44,12.76,561.44
West,Gadget X,88,16.8,1478.4
South,Widget D,50,31.86,1593.0
East,Widget C,52,44.6,2319.2
East,Gadget X,42,30.35,1274.7
North,Widget B,99,25.55,2529.45
South,Gadget X,74,32.86,2431.64
North,Widget B,37,45.14,1670.18
East,Widget C,51,36.67,1870.17
South,Widget D,67,41.62,2788.54
Central,Gadget X,66,44.79,2956.14
South,Widget B,95,20.64,1960.8
West,Widget D,74,24.24,1793.76
West,Widget A,59,11.3,666.7
North,Widget D,96,19.67,1888.32
Central,Widget A,89,34.46,3066.94
West,Widget C,14,43.23,605.22
North,Widget C,93,42.65,3966.45
Central,Widget D,61,14.14,862.54
North,Widget A,16,49.96,799.36
West,Widget A,58,10.01,580.58
East,Gadget X,64,47.17,3018.88
North,Widget C,59,41.22,2431.98
West,Widget C,10,11.96,119.6
West,Gadget X,68,38.61,2625.48
North,Widget B,6,48.57,291.42
South,Gadget X,92,48.65,4475.8
North,Widget D,93,40.21,3739.53
South,Widget D,28,13.95,390.6
East,Widget C,59,44.21,2608.39
South,Widget B,23,25.27,581.21
South,Widget B,94,41.71,3920.74
South,Widget A,79,43.3,3420.7
Central,Widget C,49,11.2,548.8
North,Widget A,5,39.78,198.9
Central,Widget B,85,18.84,1601.4
West,Widget A,73,30.38,2217.74
Central,Widget D,37,21.79,806.23
Central,Widget B,59,33.96,2003.64
South,Widget D,96,35.52,3409.92
Central,Gadget X,46,10.63,488.98
West,Widget B,38,24.03,913.14
North,Widget C,85,27.14,2306.9
East,Widget A,67,20.1,1346.7
Central,Widget C,76,20.77,1578.52
East,Gadget X,27,13.55,365.85
North,Widget A,33,14.28,471.24
Central,Gadget X,76,18.62,1415.12
West,Widget B,72,45.47,3273.84
South,Widget C,11,42.7,469.7
North,Widget D,78,25.23,1967.94
Central,Widget B,64,48.89,3128.96
North,Widget C,95,39.72,3773.4
North,Widget A,84,25.77,2164.68
East,Widget C,38,36.85,1400.3
South,Widget D,34,17.54,596.36
West,Widget D,21,49.44,1038.24
East,Gadget X,55,45.77,2517.35
South,Widget D,21,49.81,1046.01
North,Widget C,39,32.16,1254.24
South,Gadget X,43,44.56,1916.08
Central,Widget D,79,45.47,3592.13
North,Widget A,5,46.51,232.55
West,Widget B,18,23.49,422.82
North,Gadget X,78,40.55,3162.9
East,Widget D,60,12.35,741.0
South,Gadget X,72,38.8,2793.6
South,Gadget X,49,27.52,1348.48
Central,Widget A,18,42.74,769.32
North,Widget C,93,46.2,4296.6
West,Widget B,12,27.2,326.4
East,Widget A,29,29.59,858.11
South,Widget D,3,22.09,66.27
Central,Widget A,22,47.25,1039.5
East,Gadget X,87,47.5,4132.5
South,Gadget X,66,43.65,2880.9
West,Widget A,35,13.89,486.15
South,Widget D,25,16.85,421.25
North,Widget B,5,36.95,184.75
Central,Gadget X,33,24.46,807.18
Central,Widget D,31,15.16,469.96
East,Widget A,53,35.43,1877.79
South,Gadget X,66,49.52,3268.32
South,Gadget X,64,29.6,1894.4
Central,Gadget X,44,35.13,1545.72
South,Gadget X,76,37.95,2884.2
East,Widget B,28,21.13,591.64
East,Widget A,41,24.32,997.12
West,Gadget X,49,41.07,2012.43
North,Gadget X,97,19.57,1898.29
East,Widget C,71,33.54,2381.34
Central,Widget D,25,22.17,554.25
South,Widget B,48,33.85,1624.8
West,Gadget X,57,20.54,1170.78
South,Widget C,68,43.23,2939.64
Central,Widget B,63,14.42,908.46
Central,Widget A,36,32.4,1166.4
North,Widget D,20,32.85,657.0
South,Gadget X,43,42.64,1833.52
East,Gadget X,2,21.33,42.66
North,Widget B,15,27.72,415.8
West,Widget A,62,31.2,1934.4
West,Widget C,84,44.5,3738.0
Central,Widget B,90,21.18,1906.2
North,Widget D,35,11.22,392.7
Central,Gadget X,45,44.03,1981.35
North,Widget C,62,42.22,2617.64
Central,Gadget X,49,19.04,932.96
Central,Widget C,74,40.62,3005.88
South,Widget A,66,12.54,827.64
South,Widget C,42,47.59,1998.78
South,Widget C,97,27.7,2686.9
East,Widget C,57,28.41,1619.37
West,Gadget X,15,26.5,397.5
South,Widget D,8,21.84,174.72
West,Widget A,44,35.79,1574.76
West,Gadget X,36,33.94,1221.84
Central,Widget D,45,26.14,1176.3
North,Widget D,66,40.96,2703.36
Central,Widget D,99,19.63,1943.37
South,Widget C,48,39.98,1919.04
North,Gadget X,51,11.91,607.41
North,Widget D,70,20.62,1443.4
South,Widget B,56,41.89,2345.84
North,Widget B,79,11.72,925.88
South,Widget A,46,18.66,858.36
North,Widget C,66,45.89,3028.74
East,Widget D,72,32.31,2326.32
South,Widget B,14,21.36,299.04
South,Widget C,18,22.22,399.96
East,Widget B,21,31.95,670.95
East,Gadget X,38,48.74,1852.12
South,Widget B,40,47.06,1882.4
South,Gadget X,77,18.8,1447.6
South,Widget B,81,14.23,1152.63
East,Widget C,10,11.77,117.7
South,Widget D,78,35.03,2732.34
North,Widget C,82,18.77,1539.14
Central,Widget B,20,32.79,655.8
West,Widget D,92,34.93,3213.56
South,Widget A,48,23.41,1123.68
South,Widget A,70,14.3,1001.0
West,Widget B,66,36.29,2395.14
South,Widget A,78,46.75,3646.5
West,Widget C,56,21.03,1177.68
North,Widget C,79,14.14,1117.06
West,Widget B,74,46.55,3444.7
Central,Gadget X,9,42.77,384.93
South,Widget D,86,22.78,1959.08
North,Widget D,95,28.0,2660.0
North,Widget A,57,42.83,2441.31
Central,Widget A,56,15.31,857.36
West,Widget C,71,27.14,1926.94
West,Widget C,22,32.91,724.02
South,Widget B,3,12.51,37.53
Central,Widget D,58,21.42,1242.36
West,Widget C,37,42.11,1558.07
South,Widget B,44,28.12,1237.28
Central,Widget C,38,20.93,795.34
East,Widget D,66,38.99,2573.34
North,Widget B,68,34.11,2319.48
Central,Widget C,88,29.66,2610.08
West,Gadget X,93,25.81,2400.33
East,Gadget X,28,34.22,958.16
West,Widget D,62,12.96,803.52
East,Widget A,68,36.42,2476.56
Central,Widget D,28,19.74,552.72
East,Gadget X,54,40.59,2191.86
East,Widget B,36,25.54,919.44
Central,Widget A,29,21.88,634.52
North,Gadget X,90,46.05,4144.5
West,Widget A,79,45.15,3566.85
Central,Widget D,19,26.81,509.39
West,Widget C,46,39.9,1835.4
South,Gadget X,53,18.98,1005.94
East,Widget B,68,14.31,973.08
East,Gadget X,54,44.94,2426.76
East,Widget B,62,34.18,2119.16
East,Widget A,58,11.36,658.88
North,Gadget X,17,32.05,544.85
South,Widget C,26,24.62,640.12
South,Widget B,26,49.31,1282.06
East,Widget A,90,47.53,4277.7
North,Widget C,57,11.18,637.26
South,Widget D,41,39.56,1621.96
Central,Widget D,10,40.24,402.4
North,Widget D,74,27.88,2063.12
West,Widget A,63,14.55,916.65
East,Gadget X,27,18.03,486.81
West,Widget D,8,29.25,234.0
South,Widget B,56,40.89,2289.84
West,Widget B,94,35.59,3345.46
South,Widget A,3,22.95,68.85
Central,Widget D,94,42.97,4039.18
West,Widget B,35,42.55,1489.25
North,Widget C,49,16.65,815.85
North,Gadget X,55,47.32,2602.6
North,Widget A,33,22.36,737.88
Central,Widget A,88,43.59,3835.92
South,Widget D,56,48.53,2717.68
South,Gadget X,97,47.36,4593.92
North,Widget A,75,19.38,1453.5
East,Widget B,52,19.3,1003.6
East,Widget A,54,29.62,1599.48
North,Widget C,27,37.9,1023.3
East,Gadget X,49,26.93,1319.57
South,Widget A,14,18.62,260.68
West,Gadget X,53,12.14,643.42
West,Widget D,16,36.32,581.12
South,Widget C,22,33.55,738.1
East,Gadget X,83,48.22,4002.26
Central,Gadget X,56,13.71,767.76
North,Widget A,5,18.82,94.1
Central,Widget C,50,44.84,2242.0
West,Widget B,75,14.62,1096.5
South,Widget D,22,49.25,1083.5
North,Widget C,5,10.42,52.1
South,Widget A,76,35.36,2687.36
South,Widget D,58,36.03,2089.74
North,Widget D,69,16.14,1113.66
Central,Widget B,7,14.42,100.94
North,Widget C,13,49.98,649.74
West,Widget A,46,22.51,1035.46
East,Gadget X,32,40.24,1287.68
North,Widget D,34,47.19,1604.46
Central,Gadget X,63,17.32,1091.16
East,Widget A,15,41.3,619.5
West,Widget B,88,26.57,2338.16
West,Widget B,82,15.26,1251.32
Central,Widget D,78,33.8,2636.4
North,Widget B,46,39.75,1828.5
East,Widget A,48,46.67,2240.16
East,Widget B,14,46.66,653.24
West,Gadget X,76,28.3,2150.8
Central,Widget B,89,20.04,1783.56
West,Gadget X,45,33.94,1527.3
South,Widget A,36,35.85,1290.6
East,Widget B,5,21.1,105.5
East,Widget C,41,11.7,479.7
West,Widget B,58,46.06,2671.48
South,Widget D,5,34.55,172.75
Central,Gadget X,80,19.15,1532.0
South,Widget B,56,46.09,2581.04
East,Widget C,99,44.51,4406.49
West,Widget C,59,36.38,2146.42
South,Widget D,73,11.83,863.59
North,Widget B,6,48.73,292.38
East,Widget C,12,21.3,255.6
East,Gadget X,99,26.01,2574.99
West,Widget C,56,47.29,2648.24
Central,Widget B,41,33.79,1385.39
Central,Widget A,32,47.85,1531.2
South,Widget B,73,47.86,3493.78
North,Widget D,30,28.18,845.4
South,Gadget X,58,20.66,1198.28
Central,Widget A,42,35.78,1502.76
Central,Widget C,11,29.69,326.59
Central,Widget C,68,33.92,2306.56
South,Widget B,91,44.2,4022.2
South,Widget C,43,48.97,2105.71
Central,Gadget X,59,10.19,601.21
North,Widget C,73,33.37,2436.01
East,Widget A,28,19.65,550.2
North,Widget D,64,45.63,2920.32
West,Widget A,74,46.04,3406.96
South,Gadget X,67,32.74,2193.58
West,Widget C,9,41.54,373.86
South,Widget A,19,28.38,539.22
North,Gadget X,5,40.75,203.75
Central,Gadget X,7,14.11,98.77
Central,Gadget X,46,35.86,1649.56
North,Widget A,9,32.59,293.31
East,Widget A,94,14.17,1331.98
Central,Widget C,38,22.4,851.2
East,Widget A,3,32.41,97.23
East,Widget A,27,31.54,851.58
North,Widget A,30,31.15,934.5
Central,Widget D,62,25.87,1603.94
East,Widget B,48,34.19,1641.12
West,Widget A,51,47.2,2407.2
East,Gadget X,52,15.28,794.56
Central,Widget B,59,18.24,1076.16
North,Widget C,86,43.39,3731.54
South,Widget D,13,28.31,368.03
South,Widget C,19,16.64,316.16
West,Widget A,74,44.67,3305.58
North,Widget C,59,34.6,2041.4
West,Widget B,31,26.02,806.62
Central,Widget B,47,49.1,2307.7
Central,Widget B,81,35.66,2888.46
East,Widget D,61,17.26,1052.86
East,Widget D,85,38.86,3303.1
East,Widget D,8,38.73,309.84
East,Widget D,14,47.03,658.42
East,Widget D,36,25.78,928.08
West,Widget D,49,36.49,1788.01
North,Widget C,89,30.96,2755.44
North,Widget A,95,10.53,1000.35
South,Gadget X,49,28.58,1400.42
South,Widget A,9,18.92,170.28
North,Widget D,81,32.76,2653.56
South,Widget D,83,14.03,1164.49
North,Gadget X,18,47.47,854.46
North,Widget D,65,36.95,2401.75
Central,Widget A,2,32.56,65.12
East,Widget D,70,15.17,1061.9
South,Gadget X,77,16.72,1287.44
Central,Gadget X,67,15.98,1070.66
South,Widget A,87,36.98,3217.26
South,Widget C,77,41.26,3177.02
West,Widget C,56,33.01,1848.56
North,Widget B,32,35.11,1123.52
West,Widget A,81,31.46,2548.26
South,Widget D,55,28.55,1570.25
South,Gadget X,84,16.57,1391.88
West,Widget D,44,44.78,1970.32
North,Gadget X,77,17.71,1363.67
North,Widget C,51,44.85,2287.35
North,Widget B,61,34.5,2104.5
North,Widget A,94,30.95,2909.3
Central,Widget C,30,18.39,551.7
South,Gadget X,92,18.94,1742.48
East,Widget D,6,20.71,124.26
West,Widget B,69,23.45,1618.05
North,Widget B,15,40.94,614.1
West,Widget D,3,41.77,125.31
South,Gadget X,24,37.75,906.0
West,Widget C,95,40.35,3833.25
South,Widget B,95,32.38,3076.1
East,Widget A,13,40.07,520.91
Central,Widget B,40,10.36,414.4
East,Widget D,29,47.33,1372.57
West,Widget C,46,28.49,1310.54
Central,Widget B,88,25.8,2270.4
East,Gadget X,60,37.19,2231.4
East,Widget C,19,43.67,829.73
Central,Widget A,12,31.95,383.4
West,Widget C,76,13.81,1049.56
Central,Widget D,43,33.91,1458.13
North,Widget B,38,31.97,1214.86
East,Widget A,16,23.59,377.44
Central,Widget B,56,21.63,1211.28
West,Widget A,16,12.62,201.92
West,Gadget X,12,40.57,486.84
South,Gadget X,49,12.66,620.34
North,Gadget X,85,41.15,3497.75
South,Widget B,73,19.86,1449.78
North,Gadget X,11,47.83,526.13
West,Widget C,89,24.15,2149.35
West,Gadget X,50,44.52,2226.0
North,Widget D,74,17.84,1320.16
North,Widget B,21,47.51,997.71
Central,Widget A,72,41.98,3022.56
North,Widget C,30,48.2,1446.0
Central,Widget A,60,11.51,690.6
South,Widget A,31,48.4,1500.4
West,Widget A,37,22.52,833.24
East,Widget B,26,47.71,1240.46
South,Gadget X,20,35.76,715.2
West,Widget A,9,11.07,99.63
North,Widget D,47,14.24,669.28
South,Widget A,52,47.07,2447.64
East,Widget D,43,15.46,664.78
South,Widget C,47,33.47,1573.09
South,Widget D,87,21.43,1864.41
West,Widget B,45,24.21,1089.45
South,Widget B,42,29.06,1220.52
East,Widget C,2,26.29,52.58
West,Widget A,84,38.47,3231.48
South,Widget B,48,33.72,1618.56
Central,Gadget X,81,28.61,2317.41
North,Widget D,55,32.39,1781.45
Central,Widget D,19,46.93,891.67
East,Widget D,13,22.19,288.47
East,Widget B,42,38.19,1603.98
West,Gadget X,79,28.9,2283.1
Central,Gadget X,86,24.79,2131.94
North,Widget B,41,48.66,1995.06
North,Widget C,100,47.89,4789.0
North,Widget C,60,43.78,2626.8
North,Gadget X,65,28.52,1853.8
North,Gadget X,25,40.98,1024.5
North,Widget D,57,40.82,2326.74
North,Widget A,57,44.27,2523.39
North,Widget C,37,49.59,1834.83
Central,Widget A,54,38.1,2057.4
West,Widget D,92,40.9,3762.8
South,Gadget X,95,31.27,2970.65
West,Widget C,14,15.7,219.8
South,Gadget X,62,39.02,2419.24
South,Widget B,46,36.11,1661.06
East,Widget A,33,35.26,1163.58
North,Widget C,73,47.01,3431.73
Central,Widget C,49,22.52,1103.48
Central,Widget A,68,18.59,1264.12
North,Widget A,8,43.6,348.8
Central,Widget D,72,35.26,2538.72
East,Gadget X,27,43.9,1185.3
South,Widget C,72,38.03,2738.16
North,Widget C,25,18.05,451.25
South,Widget B,14,42.92,600.88
West,Gadget X,53,26.54,1406.62
West,Widget B,4,26.01,104.04
East,Widget C,87,25.19,2191.53
East,Gadget X,36,49.23,1772.28
North,Widget C,21,38.37,805.77
East,Widget B,33,34.18,1127.94
East,Widget A,16,14.2,227.2
South,Widget C,30,29.53,885.9
Central,Widget C,83,35.43,2940.69
Central,Widget A,5,30.83,154.15
West,Widget D,33,44.52,1469.16
Central,Widget D,76,46.81,3557.56
North,Widget D,23,17.84,410.32
Central,Widget B,31,37.36,1158.16
North,Widget C,21,36.77,772.17
South,Widget D,25,41.16,1029.0
East,Widget A,26,30.21,785.46
Central,Widget C,2,22.95,45.9
Central,Widget A,93,30.48,2834.64
Central,Widget C,66,32.5,2145.0
West,Widget D,57,27.71,1579.47
South,Widget B,74,23.75,1757.5
South,Widget C,84,34.64,2909.76
East,Widget A,68,22.88,1555.84
North,Widget C,64,12.15,777.6
Central,Widget C,62,29.92,1855.04
East,Widget D,12,46.96,563.52
West,Widget A,38,18.96,720.48
East,Widget D,52,34.98,1818.96
South,Widget D,12,26.23,314.76
North,Gadget X,42,24.89,1045.38
North,Widget A,96,47.09,4520.64
Central,Widget D,22,34.76,764.72
North,Widget B,72,24.47,1761.84
South,Gadget X,8,38.84,310.72
North,Widget A,72,25.85,1861.2
North,Widget D,93,37.64,3500.52
Central,Gadget X,25,24.31,607.75
East,Gadget X,80,36.05,2884.0
North,Widget D,74,13.8,1021.2
West,Widget B,76,29.7,2257.2
North,Widget B,73,49.81,3636.13
West,Widget A,26,20.62,536.12
South,Widget C,22,35.28,776.16
North,Widget A,18,11.49,206.82
East,Widget C,87,15.32,1332.84
North,Widget B,38,12.43,472.34
North,Widget C,56,39.83,2230.48
West,Widget D,40,14.14,565.6
West,Gadget X,79,32.15,2539.85
South,Widget A,82,15.09,1237.38
South,Gadget X,41,35.66,1462.06
North,Gadget X,78,36.21,2824.38
Central,Widget D,84,20.55,1726.2
North,Widget C,58,35.22,2042.76
East,Widget D,40,22.29,891.6
West,Widget D,89,18.88,1680.32
East,Gadget X,35,38.59,1350.65
West,Gadget X,77,28.82,2219.14
West,Widget A,19,18.23,346.37
South,Widget D,43,31.63,1360.09
North,Widget D,22,17.4,382.8
North,Widget C,15,11.66,174.9
Central,Widget A,49,21.3,1043.7
North,Widget D,19,28.15,534.85
North,Widget B,75,26.02,1951.5
East,Widget C,68,10.7,727.6
North,Widget D,24,42.48,1019.52
West,Widget D,98,29.26,2867.48
East,Widget D,88,30.21,2658.48
South,Widget B,85,36.77,3125.45
South,Widget C,41,46.84,1920.44
South,Gadget X,75,16.26,1219.5
North,Widget B,16,30.18,482.88
West,Widget A,95,36.88,3503.6
East,Widget B,88,16.5,1452.0
East,Widget D,80,40.0,3200.0
South,Widget C,99,19.27,1907.73
West,Widget D,43,48.42,2082.06
East,Widget C,24,23.38,561.12
Central,Widget C,77,27.84,2143.68
West,Widget D,2,46.79,93.58
Central,Widget A,10,13.3,133.0
North,Widget D,81,37.45,3033.45
South,Widget C,36,10.24,368.64
East,Gadget X,10,21.72,217.2
East,Widget B,93,19.2,1785.6
East,Widget C,31,28.49,883.19
East,Widget D,34,25.48,866.32
West,Gadget X,44,48.38,2128.72
West,Gadget X,58,46.14,2676.12
North,Widget A,16,36.44,583.04
Central,Widget C,68,19.21,1306.28
North,Widget B,94,47.28,4444.32
East,Widget B,45,31.49,1417.05
Central,Widget B,12,43.62,523.44
Central,Widget D,20,48.73,974.6
West,Widget D,30,16.83,504.9
North,Widget A,23,19.68,452.64
West,Widget A,73,16.26,1186.98
East,Widget B,47,16.76,787.72
Central,Gadget X,60,44.08,2644.8
East,Widget C,61,17.21,1049.81
West,Widget B,55,46.72,2569.6
North,Widget A,7,23.29,163.03
Central,Widget D,87,24.82,2159.34
North,Gadget X,47,49.14,2309.58
North,Widget A,63,22.6,1423.8
West,Widget D,62,46.4,2876.8
North,Widget C,97,12.48,1210.56
West,Widget D,23,41.05,944.15
West,Gadget X,27,44.71,1207.17
South,Widget B,23,26.58,611.34
West,Gadget X,28,28.2,789.6
North,Widget B,68,11.67,793.56
East,Widget A,23,14.21,326.83
Central,Widget B,99,26.35,2608.65
East,Widget D,15,26.62,399.3
East,Widget A,6,33.85,203.1
Central,Widget D,89,10.64,946.96
North,Widget A,82,33.53,2749.46
South,Gadget X,5,11.49,57.45
North,Widget B,71,46.02,3267.42
West,Widget A,24,30.42,730.08
North,Gadget X,37,41.91,1550.67
North,Gadget X,100,43.36,4336.0
South,Gadget X,74,37.14,2748.36
North,Widget B,82,23.31,1911.42
West,Widget C,12,23.72,284.64
East,Widget B,36,33.21,1195.56
West,Widget B,84,40.32,3386.88
East,Gadget X,25,24.37,609.25
North,Gadget X,49,40.74,1996.26
East,Widget D,76,19.85,1508.6
Central,Widget A,69,14.53,1002.57
South,Gadget X,5,15.43,77.15
West,Widget D,28,10.74,300.72
East,Widget C,60,13.79,827.4
West,Widget D,88,33.61,2957.68
East,Widget D,11,15.79,173.69
West,Widget A,29,25.73,746.17
Central,Widget A,5,20.35,101.75
West,Widget A,16,41.93,670.88
Central,Widget C,77,44.61,3434.97
South,Widget A,11,21.27,233.97
